web-scraper-order,web-scraper-start-url,titre_annonce,prix,nom-commune,code_postal,date_publication,Type,surface_all,nb_pièces,détail,Jardin,état,garage,cave_sous_sol,prix_m2
1613468478-48345,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=8,Maison 6 pièces 105 m²,162500,La Bassée ,59480,"15 fév, 13:24",Maison,105,6,,,,,,1547.6190476190477
1613468476-48276,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=9,Maison 6 pièces 105 m²,162500,La Bassée ,59480,"15 fév, 13:23",Maison,105,6,,,,,,1547.6190476190477
1613468472-48225,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=11,Maison 6 pièces 116 m²,179700,Lestrem ,62136,"15 fév, 11:21",Maison,116,6,,,,,,1549.1379310344828
1613468485-48419,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=5,Maison 6 pièces 151 m²,234000,Ronchin ,59790,"15 fév, 17:20",Maison,151,6,,,,,,1549.6688741721855
1613469017-49130,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=85,Maison 8 pièces 100 m²,155000,Haubourdin ,59320,"05 fév, 18:04",Maison,100,8,,,,,,1550
1613468392-47004,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=46,Maison de ville 5 pièces 103 m²,159700,Armentières ,59280,"12 fév, 09:16",Maison,103,5,Maison de ville,,,,,1550.485436893204
1613468469-48185,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=12,Maison 5 pièces 145 m²,225000,Annay ,62880,"15 fév, 10:49",Maison,145,5,,,,,,1551.7241379310344
1613468483-48414,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=6,Maison 5 pièces 145 m²,225000,Annay ,62880,"15 fév, 15:15",Maison,145,5,,,,,,1551.7241379310344
1613468483-48381,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=6,Maison 5 pièces 145 m²,225000,Annay ,62880,"15 fév, 16:07",Maison,145,5,,,,,,1551.7241379310344
1613468441-47724,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=25,Maison 5 pièces 103 m²,159900,Tourcoing ,59200,"14 fév, 10:52",Maison,103,5,,,,,,1552.4271844660195
1613469055-49562,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=73,Longère 5 pièces 114 m²,177000,Evin-Malmaison ,62141,"08 fév, 15:52",Maison,114,5,,,,,,1552.6315789473683
1613468420-47435,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=34,Maison 8 pièces 150 m²,232990,Ronchin ,59790,"13 fév, 10:29",Maison,150,8,,,,,,1553.2666666666667
1613469048-49459,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=76,Maison 7 pièces 103 m²,160000,Pont-à-Vendin ,62880,"08 fév, 10:13",Maison,103,7,,,,,,1553.3980582524273
1613469010-49018,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=88,Maison de ville 5 pièces 102 m²,158500,Hulluch ,62410,"05 fév, 10:18",Maison,102,5,Maison de ville,,,,,1553.921568627451
1613469074-49764,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=67,Maison 4 pièces 110 m²,171000,Harnes ,62440,"09 fév, 15:44",Maison,110,4,,,,,,1554.5454545454545
1613468983-48663,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=98,Maison 11 pièces 241 m²,375000,Roost-Warendin ,59286,"02 fév, 17:59",Maison,241,,,,,,,1556.0165975103735
1613468392-46982,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=46,Maison 7 pièces 230 m²,358000,Halluin ,59250,"12 fév, 10:00",Maison,230,7,,,,,,1556.5217391304348
1613468978-48608,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=100,Maison 5 pièces 115 m²,179000,Tourcoing ,59200,"02 fév, 10:03",Maison,115,5,,,,,,1556.5217391304348
1613469060-49615,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=71,Maison 6 pièces 120 m²,187000,Hulluch ,62410,"09 fév, 07:48",Maison,120,6,,,,,,1558.3333333333333
1613469091-50002,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=60,Maison 4 pièces 115 m²,179500,Seclin ,59113,"10 fév, 13:27",Maison,115,4,,,,,,1560.8695652173913
1613469022-49203,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=83,Maison 4 pièces 230 m²,359480,Roubaix ,59100,"06 fév, 09:52",Maison,230,4,,,,,,1562.9565217391305
1613468978-48596,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=100,Maison 7 pièces 215 m²,336250,Loos-en-Gohelle ,62750,"02 fév, 10:45",Maison,215,7,,,,,,1563.953488372093
1613468441-47746,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=25,Maison 6 pièces 209 m²,327000,Courrières ,62710,"14 fév, 09:42",Maison,209,6,,,,,,1564.5933014354066
1613469071-49742,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=68,Maison 5 pièces 100 m²,156500,Tourcoing ,59200,"09 fév, 11:50",Maison,100,5,,,,,,1565
1613469025-49252,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=82,Maison de ville 5 pièces 100 m²,156500,Armentières ,59280,"06 fév, 11:54",Maison,100,5,Maison de ville,,,,,1565
1613468450-47867,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=21,Maison 5 pièces 100 m²,156500,Tourcoing ,59200,"14 fév, 14:03",Maison,100,5,,,,,,1565
1613469060-49616,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=71,Maison 6 pièces 139 m²,217600,Orchies ,59310,"09 fév, 07:40",Maison,139,6,,,,,,1565.4676258992806
1613469101-50150,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=56,Maison 5 pièces 126 m²,197300,Ostricourt ,59162,"11 fév, 08:09",Maison,126,5,,,,,,1565.873015873016
1613468480-48358,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=7,Maison 5 pièces 126 m²,197300,Ostricourt ,59162,"15 fév, 14:53",Maison,126,5,,,,,,1565.873015873016
1613468472-48239,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=11,Maison 6 pièces 118 m²,184800,Neuf-Berquin ,59940,"15 fév, 11:13",Maison,118,6,,,,,,1566.1016949152543
1613468463-48078,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=15,Maison 6 pièces 118 m²,184800,Neuf-Berquin ,59940,"15 fév, 09:25",Maison,118,6,,,,,,1566.1016949152543
1613468392-46985,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=46,Maison 6 pièces 150 m²,235000,Lens ,62300,"12 fév, 09:55",Maison,150,6,,,,,,1566.6666666666667
1613468454-47934,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=19,Maison 6 pièces 150 m²,235000,Provin ,59185,"14 fév, 18:58",Maison,150,6,,,,,,1566.6666666666667
1613468483-48392,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=6,Maison 5 pièces 146 m²,229000,Leforest ,62790,"15 fév, 15:55",Maison,146,5,,,,,,1568.4931506849316
1613468985-48725,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=97,Maison 6 pièces 209 m²,328000,Courrières ,62710,"02 fév, 18:45",Maison,209,6,,,,,,1569.377990430622
1613468998-48893,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=92,Maison de village 5 pièces 114 m²,179000,La Gorgue ,59253,"04 fév, 09:06",Maison,114,5,Villa,,,,,1570.1754385964912
1613468438-47700,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=26,Maison 5 pièces 114 m²,179000,Estaires ,59940,"14 fév, 07:56",Maison,114,5,,,,,,1570.1754385964912
1613469053-49516,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=74,Maison 8 pièces 140 m²,220000,Lys-lez-Lannoy ,59390,"08 fév, 14:37",Maison,140,8,,,,,,1571.4285714285713
1613468441-47732,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=25,Maison 5 pièces 110 m²,173000,Roubaix ,59100,"14 fév, 10:42",Maison,110,5,,,,,,1572.7272727272727
1613468480-48355,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=7,Maison 6 pièces 103 m²,162000,Carvin ,62220,"15 fév, 14:57",Maison,103,6,,,,,,1572.8155339805826
1613468416-47359,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=36,Maison 6 pièces 120 m²,189000,Hulluch ,62410,"13 fév, 08:44",Maison,120,6,,,,,,1575
1613468416-47336,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=36,Maison 5 pièces 120 m²,189000,Lys-lez-Lannoy ,59390,"13 fév, 09:49",Maison,120,5,,,,,,1575
1613468436-47670,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=27,Maison de ville 6 pièces 100 m²,157500,Haubourdin ,59320,"13 fév, 20:10",Maison,100,6,Maison de ville,,,,,1575
1613469112-50281,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=52,Maison 6 pièces 122 m²,192300,Neuf-Berquin ,59940,"11 fév, 13:47",Maison,122,6,,,,,,1576.2295081967213
1613468478-48343,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=8,Maison 6 pièces 122 m²,192300,Neuf-Berquin ,59940,"15 fév, 13:31",Maison,122,6,,,,,,1576.2295081967213
1613468985-48715,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=97,Maison 5 pièces 260 m²,410000,Neuville-en-Ferrain ,59960,"02 fév, 21:59",Maison,260,5,,,,,,1576.923076923077
1613468418-47366,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=35,Maison 5 pièces 120 m²,189500,Faches-Thumesnil ,59155,"13 fév, 10:27",Maison,120,5,,,,,,1579.1666666666667
1613468450-47875,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=21,Maison 6 pièces 120 m²,189500,Ronchin ,59790,"14 fév, 13:57",Maison,120,6,,,,,,1579.1666666666667
1613468443-47751,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=24,Maison 6 pièces 145 m²,229000,Wattignies ,59139,"14 fév, 12:17",Maison,145,6,,,,,,1579.3103448275863
1613469065-49658,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=70,Maison 4 pièces 100 m²,158000,Baisieux ,59780,"09 fév, 09:38",Maison,100,4,,,,,,1580
1613468463-48069,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=15,Maison 5 pièces 105 m²,165900,Roubaix ,59100,"15 fév, 09:32",Maison,105,5,,,,,,1580
1613468494-48575,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=1,Maison 4 pièces 100 m²,158000,Bailleul ,59270,"Aujourd'hui, 09:58",Maison,100,4,,,,,,1580
1613468983-48662,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=98,Maison 5 pièces 100 m²,158000,Lens ,62300,"02 fév, 18:02",Maison,100,5,,,,,,1580
1613468382-46865,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=50,Maison 6 pièces 110 m²,174000,Noyelles-sous-Lens ,62221,"11 fév, 15:50",Maison,110,6,,,,,,1581.8181818181818
1613469117-50368,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=50,Maison 6 pièces 110 m²,174000,Noyelles-sous-Lens ,62221,"11 fév, 15:50",Maison,110,6,,,,,,1581.8181818181818
1613469017-49148,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=85,Propriété 8 pièces 345 m²,546000,Le Doulieu ,59940,"05 fév, 16:50",Maison,345,8,,,,,,1582.608695652174
1613468422-47463,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=33,Maison 6 pièces 120 m²,190000,Ventes immobil,ières,Forest-sur-Marque 59510,Maison,120,6,,,,,,1583.3333333333333
1613469065-49641,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=70,Maison de ville 5 pièces 140 m²,221900,Provin ,59185,"09 fév, 10:30",Maison,140,5,Maison de ville,,,,,1585
1613468998-48888,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=92,Maison 5 pièces 121 m²,192000,Auchy-les-Mines ,62138,"04 fév, 09:41",Maison,121,5,,,,,,1586.7768595041323
1613469017-49134,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=85,Maison de ville 7 pièces 230 m²,365000,Halluin ,59250,"05 fév, 17:40",Maison,230,7,Maison de ville,,,,,1586.9565217391305
1613468478-48340,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=8,Maison 6 pièces 116 m²,184100,Lestrem ,62136,"15 fév, 13:37",Maison,116,6,,,,,,1587.0689655172414
1613469112-50288,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=52,Maison 5 pièces 122 m²,193700,Ostricourt ,59162,"11 fév, 13:29",Maison,122,5,,,,,,1587.704918032787
1613468478-48341,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=8,Maison 5 pièces 122 m²,193700,Ostricourt ,59162,"15 fév, 13:35",Maison,122,5,,,,,,1587.704918032787
1613468480-48367,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=7,Maison 6 pièces 102 m²,162000,Carvin ,62220,"15 fév, 14:41",Maison,102,6,,,,,,1588.235294117647
1613468399-47090,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=43,Maison 6 pièces 110 m²,174900,Noyelles-sous-Lens ,62221,"12 fév, 13:27",Maison,110,6,,,,,,1590
1613469048-49440,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=76,Maison 5 pièces 100 m²,159000,Tourcoing ,59200,"08 fév, 11:05",Maison,100,5,,,,,,1590
1613468472-48237,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=11,Maison 6 pièces 105 m²,167000,Ostricourt ,59162,"15 fév, 11:13",Maison,105,6,,,,,,1590.4761904761904
1613468472-48212,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=11,Maison 6 pièces 105 m²,167000,Ostricourt ,59162,"15 fév, 11:39",Maison,105,6,,,,,,1590.4761904761904
1613469032-49330,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=79,Maison de ville 6 pièces 110 m²,174990,Phalempin ,59133,"07 fév, 15:13",Maison,110,6,Maison de ville,,,,,1590.8181818181818
1613469115-50315,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=51,Maison de ville 5 pièces 110 m²,175000,Laventie ,62840,"11 fév, 15:05",Maison,110,5,Maison de ville,,,,,1590.909090909091
1613469027-49262,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=81,Maison 6 pièces 130 m²,207000,Herlies ,59134,"06 fév, 16:52",Maison,130,6,,,,,,1592.3076923076924
1613469084-49888,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=63,Maison 7 pièces 130 m²,207000,Illies ,59480,"10 fév, 10:12",Maison,130,7,,,,,,1592.3076923076924
